Code,Year,Site,lat,lon,Plot.size..m2.,ele,Aspect,Degree.easting,Degree.northing,Average.slope,avg.SR,Quadrat,Species,Origin,Growth_form,Mean_SLA_mm2.mg.1,Mean_LDMC_mg.g.1,Mean_seed_mass_mg,Max_height_m,Evergreen,Deciduous,Cover
2022_MBu_NE_MBu15,2022,MBu,-37.14356697,146.421798,612,1760.844482,NE,0.70710808,0.707105483,16.04879374,463313.9391,MBu15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MBu_SE_MBu16,2022,MBu,-37.14356697,146.421798,612,1760.844482,SE,0.707102885,-0.707110677,16.43906782,441202.4912,MBu16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MBu_SE_MBu17,2022,MBu,-37.14356697,146.421798,612,1760.844482,SE,0.707102885,-0.707110677,16.43906782,441202.4912,MBu17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MBu_SE_MBu18,2022,MBu,-37.14356697,146.421798,612,1760.844482,SE,0.707102885,-0.707110677,16.43906782,441202.4912,MBu18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MBu_SE_MBu19,2022,MBu,-37.14356697,146.421798,612,1760.844482,SE,0.707102885,-0.707110677,16.43906782,441202.4912,MBu19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MBu_SE_MBu20,2022,MBu,-37.14356697,146.421798,612,1760.844482,SE,0.707102885,-0.707110677,16.43906782,441202.4912,MBu20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SW_MM1,2022,MM,-37.18933803,146.620695,1710,1728.878052,SW,-0.707113275,-0.707100288,10.8049878,453403.9612,MM1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SW_MM2,2022,MM,-37.18933803,146.620695,1710,1728.878052,SW,-0.707113275,-0.707100288,10.8049878,453403.9612,MM2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SW_MM3,2022,MM,-37.18933803,146.620695,1710,1728.878052,SW,-0.707113275,-0.707100288,10.8049878,453403.9612,MM3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SW_MM4,2022,MM,-37.18933803,146.620695,1710,1728.878052,SW,-0.707113275,-0.707100288,10.8049878,453403.9612,MM4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SW_MM5,2022,MM,-37.18933803,146.620695,1710,1728.878052,SW,-0.707113275,-0.707100288,10.8049878,453403.9612,MM5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NW_MM6,2022,MM,-37.18933803,146.620695,1710,1728.878052,NW,-0.70709769,0.707115872,12.81454495,485290.3774,MM6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NW_MM7,2022,MM,-37.18933803,146.620695,1710,1728.878052,NW,-0.70709769,0.707115872,12.81454495,485290.3774,MM7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NW_MM8,2022,MM,-37.18933803,146.620695,1710,1728.878052,NW,-0.70709769,0.707115872,12.81454495,485290.3774,MM8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NW_MM9,2022,MM,-37.18933803,146.620695,1710,1728.878052,NW,-0.70709769,0.707115872,12.81454495,485290.3774,MM9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NW_MM10,2022,MM,-37.18933803,146.620695,1710,1728.878052,NW,-0.70709769,0.707115872,12.81454495,485290.3774,MM10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NE_MM11,2022,MM,-37.18933803,146.620695,1710,1728.878052,NE,0.70710808,0.707105483,10.22707799,474591.8001,MM11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NE_MM12,2022,MM,-37.18933803,146.620695,1710,1728.878052,NE,0.70710808,0.707105483,10.22707799,474591.8001,MM12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NE_MM13,2022,MM,-37.18933803,146.620695,1710,1728.878052,NE,0.70710808,0.707105483,10.22707799,474591.8001,MM13,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,1
2022_MM_NE_MM14,2022,MM,-37.18933803,146.620695,1710,1728.878052,NE,0.70710808,0.707105483,10.22707799,474591.8001,MM14,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_NE_MM15,2022,MM,-37.18933803,146.620695,1710,1728.878052,NE,0.70710808,0.707105483,10.22707799,474591.8001,MM15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SE_MM16,2022,MM,-37.18933803,146.620695,1710,1728.878052,SE,0.707102885,-0.707110677,8.217520837,468098.3536,MM16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SE_MM17,2022,MM,-37.18933803,146.620695,1710,1728.878052,SE,0.707102885,-0.707110677,8.217520837,468098.3536,MM17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SE_MM18,2022,MM,-37.18933803,146.620695,1710,1728.878052,SE,0.707102885,-0.707110677,8.217520837,468098.3536,MM18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SE_MM19,2022,MM,-37.18933803,146.620695,1710,1728.878052,SE,0.707102885,-0.707110677,8.217520837,468098.3536,MM19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MM_SE_MM20,2022,MM,-37.18933803,146.620695,1710,1728.878052,SE,0.707102885,-0.707110677,8.217520837,468098.3536,MM20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SW_MSp1,2022,MSp,-37.125625,146.642424,1197,1641,SW,-0.707113275,-0.707100288,13.30339076,436439.2532,MSp1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SW_MSp2,2022,MSp,-37.125625,146.642424,1197,1641,SW,-0.707113275,-0.707100288,13.30339076,436439.2532,MSp2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SW_MSp3,2022,MSp,-37.125625,146.642424,1197,1641,SW,-0.707113275,-0.707100288,13.30339076,436439.2532,MSp3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SW_MSp4,2022,MSp,-37.125625,146.642424,1197,1641,SW,-0.707113275,-0.707100288,13.30339076,436439.2532,MSp4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,1
2022_MSp_SW_MSp5,2022,MSp,-37.125625,146.642424,1197,1641,SW,-0.707113275,-0.707100288,13.30339076,436439.2532,MSp5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SE_MSp6,2022,MSp,-37.125625,146.642424,1197,1641,SE,0.707102885,-0.707110677,19.10202799,395055.9828,MSp6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SE_MSp7,2022,MSp,-37.125625,146.642424,1197,1641,SE,0.707102885,-0.707110677,19.10202799,395055.9828,MSp7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SE_MSp8,2022,MSp,-37.125625,146.642424,1197,1641,SE,0.707102885,-0.707110677,19.10202799,395055.9828,MSp8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SE_MSp9,2022,MSp,-37.125625,146.642424,1197,1641,SE,0.707102885,-0.707110677,19.10202799,395055.9828,MSp9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_SE_MSp10,2022,MSp,-37.125625,146.642424,1197,1641,SE,0.707102885,-0.707110677,19.10202799,395055.9828,MSp10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NW_MSp11,2022,MSp,-37.125625,146.642424,1197,1641,NW,-0.70709769,0.707115872,8.538814562,484928.63,MSp11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NW_MSp12,2022,MSp,-37.125625,146.642424,1197,1641,NW,-0.70709769,0.707115872,8.538814562,484928.63,MSp12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NW_MSp13,2022,MSp,-37.125625,146.642424,1197,1641,NW,-0.70709769,0.707115872,8.538814562,484928.63,MSp13,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NW_MSp14,2022,MSp,-37.125625,146.642424,1197,1641,NW,-0.70709769,0.707115872,8.538814562,484928.63,MSp14,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NW_MSp15,2022,MSp,-37.125625,146.642424,1197,1641,NW,-0.70709769,0.707115872,8.538814562,484928.63,MSp15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NE_MSp16,2022,MSp,-37.125625,146.642424,1197,1641,NE,0.70710808,0.707105483,14.33745179,465079.216,MSp16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NE_MSp17,2022,MSp,-37.125625,146.642424,1197,1641,NE,0.70710808,0.707105483,14.33745179,465079.216,MSp17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NE_MSp18,2022,MSp,-37.125625,146.642424,1197,1641,NE,0.70710808,0.707105483,14.33745179,465079.216,MSp18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NE_MSp19,2022,MSp,-37.125625,146.642424,1197,1641,NE,0.70710808,0.707105483,14.33745179,465079.216,MSp19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSp_NE_MSp20,2022,MSp,-37.125625,146.642424,1197,1641,NE,0.70710808,0.707105483,14.33745179,465079.216,MSp20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NE_MSt1,2022,MSt,-37.129005,146.499058,1260,1725,NE,0.70710808,0.707105483,13.37405208,454786.5586,MSt1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NE_MSt2,2022,MSt,-37.129005,146.499058,1260,1725,NE,0.70710808,0.707105483,13.37405208,454786.5586,MSt2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NE_MSt3,2022,MSt,-37.129005,146.499058,1260,1725,NE,0.70710808,0.707105483,13.37405208,454786.5586,MSt3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NE_MSt4,2022,MSt,-37.129005,146.499058,1260,1725,NE,0.70710808,0.707105483,13.37405208,454786.5586,MSt4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NE_MSt5,2022,MSt,-37.129005,146.499058,1260,1725,NE,0.70710808,0.707105483,13.37405208,454786.5586,MSt5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NW_MSt6,2022,MSt,-37.129005,146.499058,1260,1725,NW,-0.70709769,0.707115872,9.873418303,486082.4755,MSt6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NW_MSt7,2022,MSt,-37.129005,146.499058,1260,1725,NW,-0.70709769,0.707115872,9.873418303,486082.4755,MSt7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NW_MSt8,2022,MSt,-37.129005,146.499058,1260,1725,NW,-0.70709769,0.707115872,9.873418303,486082.4755,MSt8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NW_MSt9,2022,MSt,-37.129005,146.499058,1260,1725,NW,-0.70709769,0.707115872,9.873418303,486082.4755,MSt9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_NW_MSt10,2022,MSt,-37.129005,146.499058,1260,1725,NW,-0.70709769,0.707115872,9.873418303,486082.4755,MSt10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SE_MSt11,2022,MSt,-37.129005,146.499058,1260,1725,SE,0.707102885,-0.707110677,16.65114238,393523.9032,MSt11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SE_MSt12,2022,MSt,-37.129005,146.499058,1260,1725,SE,0.707102885,-0.707110677,16.65114238,393523.9032,MSt12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SE_MSt13,2022,MSt,-37.129005,146.499058,1260,1725,SE,0.707102885,-0.707110677,16.65114238,393523.9032,MSt13,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SE_MSt14,2022,MSt,-37.129005,146.499058,1260,1725,SE,0.707102885,-0.707110677,16.65114238,393523.9032,MSt14,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SE_MSt15,2022,MSt,-37.129005,146.499058,1260,1725,SE,0.707102885,-0.707110677,16.65114238,393523.9032,MSt15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SW_MSt16,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SW_MSt17,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SW_MSt18,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SW_MSt19,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MSt_SW_MSt20,2022,MSt,-37.129005,146.499058,1260,1725,SW,-0.707113275,-0.707100288,13.1505086,467706.5634,MSt20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_W_F1,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,1
2022_F_W_F2,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_W_F3,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_W_F4,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_W_F5,2022,F,-36.891139,147.140444,561,1793.384521,W,-1,1.10E-05,15.2128919,477288.5262,F5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_N_F6,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_N_F7,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_N_F8,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_N_F9,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_N_F10,2022,F,-36.891139,147.140444,561,1793.384521,N,0,1,15.69513405,481230.2503,F10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_E_F11,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_E_F12,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_E_F13,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F13,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_E_F14,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F14,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_E_F15,2022,F,-36.891139,147.140444,561,1793.384521,E,1,-3.67E-06,18.50392435,414123.1329,F15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_S_F16,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_S_F17,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_S_F18,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_S_F19,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_F_S_F20,2022,F,-36.891139,147.140444,561,1793.384521,S,-7.35E-06,-1,18.0216822,423994.0935,F20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NW_LSK1,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NW_LSK2,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NW_LSK3,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NW_LSK4,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NW_LSK5,2022,LSK,-36.82634,147.2815,1444,1797,NW,-0.70709769,0.707115872,12.15794473,471437.0468,LSK5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SW_LSK6,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SW_LSK7,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SW_LSK8,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SW_LSK9,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SW_LSK10,2022,LSK,-36.82634,147.2815,1444,1797,SW,-0.707113275,-0.707100288,9.254285043,459126.283,LSK10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SE_LSK11,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SE_LSK12,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SE_LSK13,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK13,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SE_LSK14,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK14,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_SE_LSK15,2022,LSK,-36.82634,147.2815,1444,1797,SE,0.707102885,-0.707110677,9.97689961,452934.7812,LSK15,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NE_KSK16,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,KSK16,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NE_LSK17,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK17,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NE_LSK18,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK18,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NE_LSK19,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK19,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_LSK_NE_LSK20,2022,LSK,-36.82634,147.2815,1444,1797,NE,0.70710808,0.707105483,12.88055929,464724.9099,LSK20,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_NW_MF1,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF1,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_NW_MF2,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF2,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_NW_MF3,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF3,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_NW_MF4,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF4,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_NW_MF5,2022,MF,-36.82947,147.3193,5000,1811,NW,-0.70709769,0.707115872,5.710593137,470905.2002,MF5,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SW_MF6,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF6,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SW_MF7,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF7,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SW_MF8,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF8,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SW_MF9,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF9,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SW_MF10,2022,MF,-36.82947,147.3193,5000,1811,SW,-0.707113275,-0.707100288,5.710593137,460157.0075,MF10,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SE_MF11,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF11,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
2022_MF_SE_MF12,2022,MF,-36.82947,147.3193,5000,1811,SE,0.707102885,-0.707110677,5.710593137,455644.0518,MF12,Aciphylla.glacialis,Endemic,Forb,6.746350634,357.2224242,5.148,0.6,1,0,0
